1900-Democratic-William-Jennings-Bryan,0.0098619329,0,0.020118343,0.1061144,0.19842209,0.011439842,0,0,0.007495069,0.11637081
1900-Republican-William-McKinley,0.0070671378,0.0013250883,0.018109541,0.12897527,0.17932862,0.025618375,0.0092756184,0,0.0097173145,0.081272085
1904-Democratic-Alton-B-Parker,0.00132714,0.0086264101,0.0092899801,0.10517585,0.22395488,0.0099535501,0,0.0053085601,0.0072992701,0.10550763
1904-Republican-Theodore-Roosevelt,0.00135318,0.0040595399,0.01082544,0.1172756,0.20884078,0.0202977,0.01308074,0,0.0076680198,0.084348218
1908-Democratic-William-Jennings-Bryan,0.00022507315,0,0.013504389,0.11006077,0.21179383,0.025658339,0.0009002926,0,0.009002926,0.09363043
1908-Republican-William-Howard-Taft,0.001984127,0,0.0044642857,0.11631944,0.2140377,0.030753968,0,0.003968254,0.014880952,0.091021825
1912-Democratic-Woodrow-Wilson,0,0,0.01408756,0.12505418,0.20437798,0.030559168,0,0.0019505852,0.0086692674,0.08734287
1912-Republican-William-Howard-Taft,0,0.0062874251,0.010479042,0.11676647,0.19610778,0.041317365,0,0.0056886228,0.011676647,0.075748503
1916-Democratic-Woodrow-Wilson,0,0.0035642682,0.011361105,0.13700156,0.16507017,0.037647583,0,0.0013366006,0.025618178,0.079304968
1916-Republican-Charles-E-Hughes,0.00042735043,0.00042735043,0.015384615,0.12606838,0.18846154,0.029487179,0.008974359,0.00085470085,0.0072649573,0.082051282
1920-Democratic-James-M-Cox,0.0040114613,0.0083094556,0.015329513,0.13739255,0.15988539,0.051002865,0.0042979943,0.0054441261,0.027507163,0.078939828
1920-Republican-Warren-G-Harding,0,0.0035149385,0.015657453,0.15769292,0.16408372,0.056079246,0.0011183895,0.00095861959,0.020770091,0.076050487
1924-Democratic-John-W-Davis,0,0.0057641921,0.013275109,0.13222707,0.18026201,0.052576419,0.0017467249,0.0022707424,0.019563319,0.07720524
1924-Republican-Calvin-Coolidge,0.0035307964,0.0011769321,0.014319341,0.15005885,0.15672813,0.052569635,0.00039231071,0.0049038839,0.025500196,0.078069831
1928-Democratic-Alfred-E-Smith,0,0.003101058,0.0083910981,0.14374316,0.18442174,0.060379424,0,0.0054724553,0.019883254,0.070229843
1928-Republican-Herbert-Hoover,0.0046935395,0.0012424075,0.021120928,0.13790723,0.14977913,0.037272225,0.0019326339,0.0020706792,0.038100497,0.078271673
1932-Democratic-Franklin-D-Roosevelt,0,0.0068399453,0.01504788,0.20314637,0.14158687,0.062927497,0,0,0.01504788,0.091655267
1932-Republican-Herbert-Hoover,0,0.0023575639,0.015979044,0.14891945,0.14695481,0.052783235,0.0028814669,0.0035363458,0.043222004,0.067583497
1936-Democratic-Franklin-D-Roosevelt,0,0.0035571365,0.0084481992,0.13828368,0.088039129,0.10849266,0.00044464206,0,0.05380169,0.080480213
1936-Republican-Alfred-M-Landon,0.001015916,0.0067727735,0.024381984,0.18591263,0.1164917,0.077209617,0,0,0.026413816,0.062309516
1940-Democratic-Franklin-D-Roosevelt,0.0023980815,0,0.026160889,0.10682363,0.077610639,0.11576194,0.021800741,0.0039241334,0.083496839,0.066710268
1940-Republican-Wendell-L-Willkie,0,0.0024691358,0.024691358,0.16851852,0.096604938,0.10123457,0.0015432099,0,0.029012346,0.091049383
1944-Democratic-Franklin-D-Roosevelt,0,0.0088757396,0,0.1397929,0.10428994,0.096153846,0.01183432,0,0.059171598,0.082840237
1944-Republican-Thomas-E-Dewey,0,0.0016982048,0.033478894,0.16642407,0.09995148,0.094371664,0,0.0021834061,0.050460941,0.055555556
1948-Democratic-Harry-S-Truman,0.0055261893,0.0038443056,0.034118212,0.11725132,0.078567996,0.091302259,0,0,0.12181643,0.048294089
1948-Republican-Thomas-E-Dewey,0.0085533656,0.0022313128,0.043138713,0.1279286,0.078839717,0.1022685,0.00037188546,0,0.085905541,0.052807735
1952-Democratic-Adlai-Stevenson,0.016819222,0.0019450801,0.03798627,0.098398169,0.05617849,0.12254005,0.01006865,0.0077803204,0.13443936,0.045537757
1952-Republican-Dwight-D-Eisenhower,0.0052703162,0.022951377,0.046922815,0.12087725,0.06800408,0.096905814,0.0028901734,0.000850051,0.075144509,0.06783407
1956-Democratic-Adlai-Stevenson,0.015372362,0.011150936,0.039745121,0.092871366,0.068817204,0.11979291,0.0063719634,0.0058144166,0.11939466,0.049860613
1956-Republican-Dwight-D-Eisenhower,0.019398294,0.011136057,0.045352492,0.10229008,0.041490795,0.08208352,0.0071845532,0.0090704984,0.14961832,0.049842838
1960-Democratic-John-F-Kennedy,0.026553744,0.0074503311,0.053298523,0.063550688,0.037315334,0.12907539,0.010315843,0.010888945,0.11990576,0.063232298
1960-Republican-Richard-Nixon,0.019436997,0.0096706243,0.054289544,0.083301417,0.034086557,0.089716584,0.010628112,0.014841057,0.14821907,0.055821524
1964-Democratic-Lyndon-B-Johnson,0.032076858,0.0023099538,0.05449391,0.060373793,0.018112138,0.089458211,0.018584628,0.017429651,0.18406132,0.049244015
1964-Republican-Barry-Goldwater,0.032537453,0.028206929,0.08696161,0.090941011,0.025514981,0.069405431,0.0067883895,0.0097144195,0.10720974,0.07326779
1968-Democratic-Hubert-H-Humphrey,0.035154104,0.0046994202,0.088434544,0.058346048,0.013426915,0.097772353,0.026914861,0.023191944,0.11577662,0.054195911
1968-Republican-Richard-Nixon,0.044292144,0.0062397709,0.097279051,0.062909165,0.032835516,0.092062193,0.0075695581,0.022299509,0.11865794,0.056567103
1972-Democratic-George-McGovern,0.04101703,0.00083952986,0.11381626,0.049852083,0.015551291,0.13120652,0.022747262,0.042895978,0.050491725,0.060686016
1972-Republican-Richard-Nixon,0.047329019,0.0048640189,0.091062894,0.047667386,0.013492366,0.074186863,0.025250603,0.056634099,0.10954617,0.048682485
1976-Democratic-Jimmy-Carter,0.080160031,0.0058806517,0.11235901,0.056348212,0.013207365,0.12204762,0.012628941,0.035669527,0.047720042,0.045743758
1976-Republican-Gerald-R-Ford,0.05922301,0.024018776,0.1036153,0.078048537,0.010985719,0.065914311,0.017127734,0.040896834,0.053080995,0.053929891
1980-Democratic-Jimmy-Carter,0.10715437,0.0039746482,0.093055108,0.047695778,0.0087281126,0.097647438,0.024009024,0.057095284,0.059082608,0.033166828
1980-Republican-Ronald-Reagan,0.10216168,0.04352976,0.11554634,0.060053302,0.0091205212,0.061504294,0.014865265,0.033609713,0.039087948,0.045424933
1984-Democratic-Walter-F-Mondale,0.11272093,0.0079228766,0.067759987,0.034046208,0.011634994,0.084048978,0.041608953,0.068701867,0.024599701,0.062053299
1984-Republican-Ronald-Reagan,0.094749841,0.053399693,0.088500543,0.053100326,0.0084571343,0.045616136,0.03472664,0.054222954,0.046327134,0.054297796
1988-Democratic-Michael-Dukakis,0.07356661,0.010118044,0.076517707,0.034780776,0.0050590219,0.0653457,0.073988196,0.079047218,0.030354132,0.065556492
1988-Republican-George-Bush,0.068110394,0.071624479,0.08816639,0.044340323,0.0067996115,0.040369122,0.045711674,0.072710131,0.044368893,0.049225759
1992-Democratic-William-J-Clinton,0.041211102,0.027994713,0.087228163,0.021867115,0.0032440226,0.047939445,0.1304818,0.076655052,0.024270095,0.072449838
1992-Republican-George-Bush,0.026975506,0.087292738,0.075423515,0.046649642,0.0078768478,0.025500845,0.063806064,0.085206632,0.032046901,0.074200626
1996-Democratic-William-J-Clinton,0.016029453,0.027301048,0.050807137,0.014839989,0.0032285472,0.026961201,0.20815633,0.081619938,0.019427924,0.05528179
1996-Republican-Robert-Dole,0.022364925,0.095696782,0.081008267,0.043216711,0.0092633599,0.026756717,0.062592265,0.081635666,0.024948332,0.078351048
2000-Democratic-Albert-Gore-Jr,0.014219619,0.025213294,0.054501464,0.013880046,0.00097627234,0.033575279,0.18209601,0.064858441,0.022369371,0.072074366
2000-Republican-George-W-Bush,0.024659562,0.088099467,0.079544109,0.042924808,0.0055654233,0.028744819,0.065245708,0.08901717,0.021669627,0.073830669
